DATA_LIMPA,PREFIXO,KM_LIMPO,VALOR_LIMPO,SERVIÇOS,SISTEMA_FREIO,SISTEMA_PNEU,SISTEMA_MOTOR_OLEO,SISTEMA_ELETRICO,TIPO DE MANUTENÇÃO,EMPRESA,RESULTADO,FONTE_ORIGEM
,ASE-17101,,,"1.  SERVIÇOS A SEREM EXECUTADOS:
Executar:
- Retifica completa de motor conforme NBR 13032/09 e NBR 15831/10;
- Desmontagem, montagem, limpeza e instalação do motor na viatura;
- Pintura do motor;
- Retifica do radiador de óleo do motor;
- Retifica do compressor de ar;
- Recondicionar bomba injetora;
- Teste de rodagem, realizado por técnico do Corpo de Bombeiros e acompanhado por representante técnico da empresa ganhadora do certame.
Fornecer e substituir:
- 01 (um) kit de juntas do motor;
- 01 (uma) válvula de pressão de óleo motor;
- 01 (um) volante do motor;
- 03 (três) cabeçotes completos (novos);
- 01 (um) kit de bronzinas de mancal (Casquilho de mancal);
- 01 (um) kit de arruelas de encosto;
- 12 (doze) parafuso de biela do motor;
- 02 (duas) correias do motor;
- 06 (seis) bronzinas de biela (Casquilho de biela);
- 06 (seis) kits de cilindros;
- 12 (doze) tuchos de válvulas;
- 06 (seis) bicos injetores;
- 01 (um) turbo compressor;
- 01 (uma) bomba de óleo lubrificante;
- 01 (um) retentor dianteiro do virabrequim;
- 01 (um) retentor traseiro do virabrequim.
SISTEMA DE ARREFECIMENTO
- 01 (uma) bomba d’água;
- 01 (uma) válvulas termostáticas;
- 01 (um) radiador;
- 01 (uma) tampa do reservatório de expansão.
OBS: Todas as mangueiras do sistema de arrefecimento e abraçadeiras devem ser fornecidas e trocadas.
SUSPENSÃO E FREIO

Executar:
- Recondicionamento das seguintes peças:
a) mangas de eixo;
b) catracas de freio;
c) caixa de direção.
- Alinhamento de direção;
- Balanceamento de rodas.
Fornecer e substituir:
- 01 (um) jogo lonas de freio dianteiro;
- 01 (um) jogo lonas de freio traseiro;
- 02 (dois) tambores de freio dianteiro;
- 02 (dois) tambores de freio traseiro;
- 02 (dois) cuicas do freio traseiro;
- 02 (dois) jogo de rolamento do cubo de roda traseiro interno e externo;
- 02 (dois) retentor do cubo da roda traseira direito e esquerdo;
LUBRIFICAÇÃO E FILTROS
Fornecer e substituir:
- 01 (um) conjunto de filtro de combustível, composto por:
a) filtro de combustível primário;
b) filtro de combustível secundário.
- 01 (um) filtro de óleo lubrificante;
- 01 (um) filtro de ar;
- 22 (vinte e dois) litros de óleo lubrificante (15w40) do cárter;
- 15 (quinze) litros de óleo de diferencial;
- 22 (vinte e dois) litros de óleo do cambio.
TRANSMISSÃO
Executar:
- Recondicionamento das seguinte peça:
- 01 (um) recondicionamento do cambio.
Fornecer e substituir:
- 01 (um) kit de embreagem;
- 01 (um) garfo da embreagem;
- 01 (um) atuador de embreagem.
CARDAN
Executar:
- Recondicionamento do cardan.
Fornecer e substituir:
- Cruzetas;
- Pontos de lubrificação;
- Porcas de fixação.
IMPLEMENTO
Reparar todos os cilindros pertinentes aos diversos movimentos do guindauto:
- 02 cilindros de apoio ao solo, esquerdo e direita;
- 02 cilindros dos movimentos de giro, esquerda e direita;
- 01 cilindro de elevação do primeiro braço;
- 01 cilindro de elevação do segundo braço;
- 01 cilindro de extensão do segundo braço
Reparo consiste em (execução):
- Retirar o cilindro hidráulico da viatura;
- Desmontar cilindro hidráulico na bancada;
- Retirar, retificar e cromar a haste do cilindro;
- Brunir camisa do cilindro;
- Montar cilindro hidráulico na bancada;
- Realizar reparo de usinagem no cilindro;
- Montar cilindro hidráulico;
- Aferir cilindro hidráulico na bancada de teste;
- Pintar o cilindro na cor original (pintura á revolver);
- Montar e instalar o cilindro hidráulico na viatura;
- Testar todo o conjunto hidráulico e as instalações.
Fornecer e substituir:
- Trocar todas as vedações (fornecer todas originais);
- Trocar os bicos de lubrificação e engraxar;
- Trocar os parafusos de fixação, com dureza igual ao original de fábrica da viatura;
- Troca da válvula de retenção, bem como o alojamento da referida válvula, deixando
em plena condições de uso.
Tanque, mangueiras e conexões.
- Remover 02 tanques de óleo;
- Realizar limpeza e descontaminação interna e externa;
- Verificar e corrigir quanto a possíveis trincas;
- Fornecer e substituir tampas e vedações;
- Fornecer e substituir todas as mangueiras e conexões do sistema hidráulico;
- Fornecer e substituir os filtros do sistema hidráulico;
Alavancas e acionamentos
- Fornecer e substituir, anéis de vedação, oring's, coifas de proteção, manoplas, montar, testar,
dexar em condições normais de operação.
Painel do Gerador
- Recondicionamento completo do painel de controle e monitoramento do sistema gerador;
fornecer e substituir 01 chave geral;
- Fornecer e substituir 02 lâmpadas de iluminação do painel;
- Fornecer e substituir 08 botões de pulso;
- Fornecer e substituir 02 chaves de pulso;
- Fornecer e substituir 01 chave de 03 estágios;
- Fornecer e substituir 01 chave de 07 estágios;

- Fornecer e substituir 03 tomadas do tipo 2P + T;
- Fornecer e substituir 03 tomadas do tipo 3p + N + T, modelo steck, padrão 6h;
Torre de iluminação
- Recondicionar cilindro, corpo e pistão do sistema pneumático de elevação da torre de iluminação;
-Fornecer e substituir anéis de vedação, oring’s, retentores, tubulações, mangueiras,
conexões pneumáticas periféricas, brunir e cromar camisa do cilindro;
Guincho de arraste
- Fornecer e substituir cabo de aço do guincho de arraste conforme original;
- Fornecer e substituir motor do guincho de arraste conforme especificações originais.
Baterias do implemento
- Fornecer e substituir 02 baterias de 12V/150A.
ELETRICA
Fornecer/Substituir.
Fornecer e substituir 01 alternador.
Fornecer e substituir 01 motor de partida.
Fornecer e substituir 02 baterias de 150A.
Fornecer e substituir 04 terminais de bateria.
Fornecer e substituir 01 Barra sinalizadora.
Fornecer e substituir 02 sinalizadores traseiro(cojack).
Fornecer e substituir 01 modulo da barra sinalizadora e sirene.
Fornecer e substituir 02 drives de som.
Fornecer e substituir 01 bitonal com kit para instalação.
Fornecer e substituir 02 faroletes de iluminação dianteira de LED.
Fornecer e substituir faroletes 02 de iluminação traseira de LED.
Fornecer e substituir conj. de sinalização traseira (Luz de freio/lanterna/setas/ré).
Fornecer e substituir conj. de sinalização dianteira (Lanterna/farol/alto/baixo/setas).
Fornecer e substituir conj. de sinalizações de direções laterais (LD e LE).
Fornecer e substituir luz vigia dianteira (teto).
Fornecer e substituir luz vigia traseira(Estribo).
Fornecer e substituir 02 buzinas.
Fornecer e substituir 02 palhetas dos limpadores de para-brisa com hastes.
Fornecer e substituir 02 motores do limpado do para-brisa.
Fornecer 10 botões de acionamento e comando de implementos.
Fornecer e instalar motor de recolhimento do mangotinho.
Fornecer e instalar modulo de injeção eletrônica.
Fornecer e instalar lâmpadas de iluminação do painel de instrumentos.
Reparar/Instalar:
Reparar chicote de implementos.
Reparar iluminação interna da cabine.
Reparar Iluminação das gavetas de implementos.
Reparar Iluminação do corpo da bomba.
Instalar 10 botões de acionamento e comando de implementos.
Reparar chicote de acionamento da buzina.
Reparar chicote de aterramento.
Reparar chicote de força",True,True,True,True,,,,veiculos_manutencao_freio
,AT-17101,,0.0,"1. Serviço de LIMPEZA do sistema de injeção de combustível; 
2. SERVIÇO DE LIMPEZA da bomba, bicos injetores e limpeza no sistema em Geral.",False,False,False,False,PREVENTIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,AT-17101,,82228.0,"1.     Fornecer e executar: LAVAGEM E LUBRIFICAÇÃO GERAL;
2.     Fornecer e executar:  ENGRAXAMENTO DAS MANGAS DE EIXO E CARDAN.",False,False,False,False,PREVENTIVA,BF DIESEL,FINALIZADO NA NEO, MANUTENÇÃO-2025
,AT-17101,,,"1.	Fornecer e substituir óleo motor conforme especificação do fabricante;
2.	Fornecer e substituir filtro de óleo do motor conforme especificação do fabricante;
3.	Fornecer e substituir filtro RACOR conforme especificação do fabricante;
4.	Fornecer e substituir filtro de combustível conforme especificação do fabricante;
5.	Fornecer e substituir filtro de ar conforme especificação do fabricante;
6.	Fornecer e substituir filtro do habitáculo especificação do fabricante.",False,False,True,False,PREVENTIVA,,PENDENTE NA NEO,MANUTENÇÃO-2026
,AT-17205,,4780.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do motor;
3.	Fornecer e substituir o filtro de combustível;
4.	Fornecer e substituir o filtro de ar do motor;
5.	Fornecer e substituir o filtro de ar da cabine (ar condicionado);
6.     Reparar vazamento na caixa de tomada de força.",False,False,True,False,,BF DIESEL,FINALIZADO NA NEO,MANUTENÇÃO-2023
,AT-17205,,,Fornecer e substituir 14 litros de óleo de câmbio 75W90.,False,False,True,False,PREVENTIVA,,PENDENTE NA NEO,MANUTENÇÃO-2023
,AT-17205,,0.0,"1. Serviço de LIMPEZA do sistema de injeção de combustível; 
2. SERVIÇO DE LIMPEZA da bomba, bicos injetores e limpeza no sistema em Geral.
",False,False,False,False,PREVENTIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,AT-17205,,340278.0,Fornecer e substituir 2 baterias automotiva de 150Ah para veículo a diesel conforme especificação do fabricante;,False,False,False,True,PREVENTIVA,BF DIESEL,FINALIZADO NA NEO, MANUTENÇÃO-2025
,AT-17205,,230674.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.	Fornecer e substituir o filtro de combustível conforme especificação do fabricante;
4.	Fornecer e substituir o filtro Racor conforme especificação do fabricante;
5.     Fornecer e substituir o filtro de ar do motor conforme especificação do fabricante;     
5.	Fornecer e substituir o filtro de ar da cabine (ar condicionado);
",False,False,True,False,PREVENTIVA,BF DIESEL,FINALIZADO NA NEO, MANUTENÇÃO-2025
,AT-17205,,70236.0,"1.     Fornecer e executar: LAVAGEM E LUBRIFICAÇÃO GERAL;
2.     Fornecer e executar:  ENGRAXAMENTO DAS MANGAS DE EIXO E CARDAN.",False,False,False,False,PREVENTIVA,BF DIESEL,FINALIZADO NA NEO, MANUTENÇÃO-2025
,CA-17001,,,"TROCA DE PNEUS, ALINHAMENTO E BALANCEAMENTO",False,True,False,False,,MV PNEUS,O.S. ENCERRADA,CONTROLE  MAN. 181920
,CA-17001,,0.0,"1.	Fornecer e instalar placas de compensados (15 mm) na parte interna do baú;
2.	Fornecer e instalar ganchos de fixação de carga no interior do baú;
3.     Fornecer e instalar chapa de aço (200 mm de altura e 2 mm de espessura) no rodapé do interior do baú;
4.     Fornecer e aplicar vedação (PU) no rodapé da parte interna do baú; 
",False,False,False,False,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,CA-17001,,0.0,"1-        Retirada de pontos de ferrugem da cabine e baú;
2-        Fornecer e executar serviço de pintura; 
3-        Fornecer e substituir os pinos de fixação do quebra vento;
4-        Executar serviço de reparo e pintura das imperfeições do capô;
5-        Fornecer e substituir todas adesivagens (grafismo);
6-        Executar serviço de pintura do painel interno;
7-        Fornecer e executar serviço de pintura do para choque e das barras laterais de proteção;
8-        Executar serviço de higienização do forro interno do teto;
9-        Fornecer e substituir as palhetas dos limpadores de para-brisa;
10-        Fornecer e substituir suporte de fixação do capô;
11-        Fornecer lavagem e lubrificação geral;
12-        Fornecer e substituir jogo de calotas dianteiras e traseiras;",False,False,False,False,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,CA-17001,,0.0," 1. Executar serviço  de funilaria e pintura na parte externa da cabine;
 2. Executar e fornecer adesivagem (grafismo), conforme padrão do Bombeiro.
",False,False,False,False,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,CM-17102,,,1. Fornecer e instalar 02 (duas) baterias de 12V - C20 / 150Ah para veículo a diesel.,False,False,False,True,,*****,CANCELADA NA NEO,MANUTENÇÃO-2023
,MO-17001,,,"1. Fornecer e executar limpeza do sistema de arrefecimento;
 2. Fornecer e substituir fluído de arrefecimento conforme especificação do fabricante.",False,False,False,False,,*****,CANCELADA NA NEO,MANUTENÇÃO-2023
,MO-17001,,0.0,"1. Serviço de regeneração: 

1.1 Limpar coletor de admissão e seus componentes; 
1.2. Limpar sistema de intercooler e fazer regeneração estática via scaner.",False,False,False,False,PREVENTIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,MOB-17102,,,"1. Fornecer e substituir pastilhas de freio dianteiro conforme especificação do fabricante;
 2. Fornecer e substituir 01 (um) pneu dianteiro nas dimensões 130/80-17.",True,True,False,False,,*****,CANCELADA NA NEO,MANUTENÇÃO-2023
,MOB-17102,,1349.0,"1. Fornecer e substituir pastilhas de freio dianteiro conforme especificação do fabricante;
 2. Fornecer e substituir 01 (um) pneu traseiro nas dimensões 130/80-17.",True,True,False,False,,LYLLY MOTOS,CANCELADA NA NEO,MANUTENÇÃO-2023
,MOB-17102,,0.0,"1.     Fornecer e Substituir: Kit de relação ( coroa/corrente/ pinhão);
2.     Fornecer e Substituir: Jogo de juntas completo do motor, incluindo junta do cabeçote;
3.     Fornecer e Substituir: Eixo do câmbio;
4.     Fornecer e Substituir: Óleo 10W30 semi sintético;
5.     Fornecer e Substituir: Filtro de óleo;
6.     Fornecer e Substituir: líquido de arrefecimento;
7.     Fornecer e Substituir: Filtro de combustível primário;
8.     Fornecer e Substituir: Retentor do pinhão;
9.     Fornecer e Substituir: Retentor eixo do câmbio;10
10.   Fornecer e Substituir:  02 Pneus 130/80/17
11.   Fornecer e Substituir: Biela motor
12.   Fornecer e Substituir: Pistão com anéis 0,25
13.   Fornecer e Substituir: Retificar cilindros
14.   Fornecer e Substituir: Retentor de válvulas
15.   Fornecer e Substituir: Retificar cabeçote
16.   Fornecer e Substituir: Guarnição da tampa de válvula
17.   Fornecer e Substituir: Eixo virabrequim
",False,True,True,False,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,MOB-17102,,,"1. Fornecer e substituir pastilhas de freio dianteiro conforme especificação do fabricante;
 2. Fornecer e substituir 01 (um) pneu dianteiro nas dimensões 130/80-17.",True,True,False,False,,,,veiculos_manutencao_freio
,MOB-17102,,,"1. Fornecer e substituir pastilhas de freio dianteiro conforme especificação do fabricante;
 2. Fornecer e substituir 01 (um) pneu traseiro nas dimensões 130/80-17.",True,True,False,False,,,,veiculos_manutencao_freio
,MOB-17104,,0.0,"1.     Fornecer e Substituir: Kit de relação ( coroa/corrente/ pinhão);
2.     Fornecer e Substituir: Jogo de juntas completo do motor, incluindo junta do cabeçote;
3.     Fornecer e Substituir: Eixo do câmbio;
4.     Fornecer e Substituir: Óleo 10W30 semi sintético;
5.     Fornecer e Substituir: Filtro de óleo;
6.     Fornecer e Substituir: líquido de arrefecimento;
7.     Fornecer e Substituir: Filtro de combustível primário;
8.     Fornecer e Substituir: Retentor do pinhão;
9.     Fornecer e Substituir: Retentor eixo do câmbio;10
10.   Fornecer e Substituir:  02 Pneus 130/80/17
11.   Fornecer e Substituir: Biela motor
12.   Fornecer e Substituir: Pistão com anéis 0,25
13.   Fornecer e Substituir: Retificar cilindros
14.   Fornecer e Substituir: Retentor de válvulas
15.   Fornecer e Substituir: Retificar cabeçote
16.   Fornecer e Substituir: Guarnição da tampa de válvula
17.   Fornecer e Substituir: Eixo virabrequim
",False,True,True,False,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,MOB-17105,,0.0,"1.     Fornecer e Substituir: Kit de relação ( coroa/corrente/ pinhão);
2.     Fornecer e Substituir: Jogo de juntas completo do motor, incluindo junta do cabeçote;
3.     Fornecer e Substituir: Eixo do câmbio;
4.     Fornecer e Substituir: Óleo 10W30 semi sintético;
5.     Fornecer e Substituir: Filtro de óleo;
6.     Fornecer e Substituir: líquido de arrefecimento;
7.     Fornecer e Substituir: Filtro de combustível primário;
8.     Fornecer e Substituir: Retentor do pinhão;
9.     Fornecer e Substituir: Retentor eixo do câmbio;10
10.   Fornecer e Substituir:  02 Pneus 130/80/17
11.   Fornecer e Substituir: Biela motor
12.   Fornecer e Substituir: Pistão com anéis 0,25
13.   Fornecer e Substituir: Retificar cilindros
14.   Fornecer e Substituir: Retentor de válvulas
15.   Fornecer e Substituir: Retificar cabeçote
16.   Fornecer e Substituir: Guarnição da tampa de válvula
17.   Fornecer e Substituir: Eixo virabrequim
",False,True,True,False,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,MOB-17106,,0.0,"Fornecer e executar troca de sirene e manutenção no sistema sonoro.
",False,False,False,False,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,MOB-17106,,0.0,"1.     Fornecer e substituir óleo de moto conforme especificação do fabricante;
2.     Fornecer e substituir filtro de óleo de moto conforme especificação do fabricante;
3.     Fornecer e substituir filtro de ar conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,*****,CANCELADO NA NEO,MANUTENÇÃO-2026
,MOB-17107,,0.0,"1.     Fornecer e substituir buchas da suspensão traseira e lubrificação conforme especificação do fabricante.
2.     Fornecer e substituir óleo de motor conforme especificação do fabricante;
3      Fornecer e substituir filtro de óleo de moto conforme especificação do fabricante;
4.     Fornecer e substituir filtro de ar conforme especificação do fabricante.
",False,False,True,False,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,MOB-17107,,0.0,"1.     Fornecer e substituir óleo de moto conforme especificação do fabricante;
2.     Fornecer e substituir filtro de óleo de moto conforme especificação do fabricante;
3.     Fornecer e substituir filtro de ar conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,*****,CANCELADO NA NEO,MANUTENÇÃO-2026
,MOB-17107,,0.0,"1.     Fornecer e substituir óleo de moto conforme especificação do fabricante;
2.     Fornecer e substituir filtro de óleo de moto conforme especificação do fabricante;
3.     Fornecer e substituir filtro de ar conforme especificação do fabricante;
4.     Fornecer e substituir pastilhas de freio traseiro e dianteiro conforme especificação do fabricante.
",True,False,True,False,PREVENTIVA,*****,CANCELADO NA NEO,MANUTENÇÃO-2026
,MOB-17107,,,"1.     Fornecer e substituir óleo de moto conforme especificação do fabricante;
2.     Fornecer e substituir filtro de óleo de moto conforme especificação do fabricante;
3.     Fornecer e substituir filtro de ar conforme especificação do fabricante;
4.     Fornecer e substituir pastilhas de freio traseiro e dianteiro conforme especificação do fabricante.
",True,False,True,False,,,,veiculos_manutencao_freio
,MOB-17108,,0.0,"1.        Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.        Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.        Fornecer e substituir o filtro de ar do motor conforme especificação do fabricante.
",False,False,True,False,PREVENTIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,MOB-17205,,24078.0,"1.        Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.        Fornecer e substituir o filtro de óleo do moto conforme especificação do fabricanter;
3.        Fornecer e substituir o filtro de ar conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,AUTO CENTER BASSI,FINALIZADO NA NEO, MANUTENÇÃO-2025
,MOB-17206,,24078.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do moto conforme especificação do fabricanter;
3.	Fornecer e substituir o filtro de ar conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,AUTO CENTER BASSI,FINALIZADO NA NEO, MANUTENÇÃO-2025
,MOB-17206,,36679.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do moto conforme especificação do fabricanter;
3.	Fornecer e substituir o filtro de ar conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,TOTAL MOTOS,FINALIZADO NA NEO, MANUTENÇÃO-2025
,MOB-17207,,24078.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do moto conforme especificação do fabricanter;
3.	Fornecer e substituir o filtro de ar conforme especificação do fabricante.
",False,False,True,False,PREVENTIVA,AUTO CENTER BASSI,FINALIZADO NA NEO, MANUTENÇÃO-2025
,MOB-17207,,36679.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do moto conforme especificação do fabricanter;
3.	Fornecer e substituir o filtro de ar conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,TOTAL MOTOS,FINALIZADO NA NEO, MANUTENÇÃO-2025
,MT-17004,,360.0,"1. Fornecer e substituir o óleo do motor;
 2. Fornecer e substituir o filtro de óleo do motor;
 3. Fornecer e substituir o filtro de combustível;
 4. Fornecer e substituir o filtro de ar do motor;
 5. Fornecer e substituir os piscas da luz de seta traseiros, lado direito e esquerdo;",False,False,True,False,,LYLLY MOTOS,APROVADA NA NEO,MANUTENÇÃO-2023
,MT-17004,,1539.0,"1. Fornecer e substituir o pneu dianteiro, de medidas 90/90R21, conforme especificação do fabricante;
 2. Fornecer e substituir o pneu traseiro, de medidas 120/90R17, conforme especificação do fabricante;
 3. Fornecer e substituir o eixo do pedal da troca de marchas;",False,True,False,False,,LYLLY MOTOS,APROVADA NA NEO,MANUTENÇÃO-2023
,RE-17102,,,"Realizar reforma completa, funilaria e pintura, da caixa de materiais localizado na parte traseira direita e esquerda.",False,False,False,False,,,PENDENTE NA NEO,MANUTENÇÃO-2023
,TP-17000,,0.0,"1.     Fornecer e substituir, 02 SOLENÓIDE DE MOTOR, TAMPA DEVÁVULAS, JUNTA DA TAMPA DE VÁVULAS, KIT COMPLETO DE COMANDO;
2.     Fornecer e substituir, O2 BOBINAS, REDIADOR, CONDENSADOR, 01 BOMBA DE ÓLEO COM TAMPA LATERAL DO MOTOR;
3.     Fornecer e executar, KIT DE CORREIA DO ALTERNADOR, 01 ALTERNADOR;
4.     Fornecer e executar, VARETA DE ÓLEO COMPLETE COM SUPORTE;
5.     Fornecer e executar, RESERVATÓRIO DO LIMPADOR DO PARABRISA;
6.     Fornecer e executar, COXIM DO MOTOR SUPERIOR DIANTERIO;
7.     Fornecer e executar, PARABRISA;
8.     Fornecer e executar, ALINHAMENTO E BALANCEAMENTO.
9.     Fornecer e executar, FUNILARIA COMPLETA E PEÇAS. ",False,True,True,True,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,TP-17000,,0.0,"1.     Fornecer e substituir, 02 SOLENÓIDE DE MOTOR, TAMPA DEVÁVULAS, JUNTA DA TAMPA DE VÁVULAS, KIT COMPLETO DE COMANDO;
2.     Fornecer e substituir, O2 BOBINAS, REDIADOR, CONDENSADOR, 01 BOMBA DE ÓLEO COM TAMPA LATERAL DO MOTOR;
3.     Fornecer e executar, KIT DE CORREIA DO ALTERNADOR, 01 ALTERNADOR;
4.     Fornecer e executar, VARETA DE ÓLEO COMPLETE COM SUPORTE;
5.     Fornecer e executar, RESERVATÓRIO DO LIMPADOR DO PARABRISA;
6.     Fornecer e executar, COXIM DO MOTOR SUPERIOR DIANTERIO;
7.     Fornecer e executar, PARABRISA;
8.     Fornecer e executar, ALINHAMENTO E BALANCEAMENTO.
9.     Fornecer e executar, FUNILARIA COMPLETA E PEÇAS. ",False,True,True,True,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,TP-17001,,,VAZAMENTO ESCAPAMENTO (COLETOR),False,False,False,False,,,O.S. ENCERRADA,CONTROLE  MAN. 181920
,TP-17001,,,Fornecer e substituir bateria automotiva marca MOURA de 60 Ah/12V.,False,False,False,True,,,PENDENTE NA NEO,MANUTENÇÃO-2023
,TP-17205,,0.0,"1. Fornecer e substituir óleo de motor conforme especificação do fabricante;
 2. Fornecer e substituir filtro de óleo de motor conforme especificação do fabricante;
 3. Fornecer e substituir filtro de combustível conforme especificação do fabricante;
 4. Fornecer e substituir filtro de ar conforme especificação do fabricante;
 5. Fornecer e substituir cavalete de água (obs: o cavalete tem que ser o produzido em alumínio).",False,False,True,False,,*****,CANCELADO NA NEO,MANUTENÇÃO-2023
,TP-17205,,0.0,"1. Fornecer e transportar por guincho o veículo, VTR TP-17205, ( FORD/FIESTA), com avaria, mecânica e elétrica que encontra-se no Grupamento de Bombeiro Marítimo sito à, Rua Vagner Lamela, nº45, Guarujá - SP para o destino, 17ºGB/2ºSGB - Estação de Bombeiros Suzano sito à, Rua Regina Cabalau Mendonça, nº 364, Suzano - SP.",False,False,False,False,,*****,CANCELADA NA NEO,MANUTENÇÃO-2023
,TP-17205,,301718.0,"1.        Fornecer e substituir bobina de ignição;
2.        Fornecer e substituir cabo do capo;
3.     Fornecer e substituir cavalete de água;
5.     Fornecer e substituir filtro de combustível;
6.     Fornecer e substituir jogo cabo de vela;
7.     Fornecer e substituir jogo de velas;
8.     Fornecer e substituir kit de reparo de bico.
",False,False,True,False,PREVENTIVA,J KAR,FINALIZADO NA NEO,MANUTENÇÃO-2023
,UR-17101,,,"1.        Fornecer e substituir, PASTILHA DE FREIOS ""DIANTEIROS"", MARCA JURID CONFORME ESPECIFICAÇÃO DO FABRICANTE;
2.        Fornecer e substituir, FLUÍDO DE FREIO CONFORME ESPECIFICAÇÃO DO FABRICANTE.",True,False,False,False,PREVENTIVA,,PENDENTE NA NEO,MANUTENÇÃO-2023
,UR-17101,,59595.0, Fornecer e substituir farol de área lado esquerdo.,False,False,False,False,CORRETIVA,BF DIESEL,FINALIZADO NA NEO, MANUTENÇÃO-2025
,UR-17101,,0.0," Fornecer transporte do veiculo que esta na oficina J-Kar Guincho Reparos Automotivos, rua Albert Oswald, 980 - Parque Suzano, Suzano - SP, 08673-030 para Corpo de Bombeiros de Mogi das Cruzes, 17ºGB, Rua Olegário Paiva, 33 - Centro, Mogi das Cruzes.",False,False,False,False,CORRETIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,UR-17101,,145669.0,"Fornecer transporte do veiculo que esta na oficina J-Kar Guincho Reparos Automotivos, rua Albert Oswald, 980 - Parque Suzano, Suzano - SP, 08673-030 para Corpo de Bombeiros de Mogi das Cruzes, 17ºGB, Rua Olegário Paiva, 33 - Centro, Mogi das Cruzes.
",False,False,False,False,CORRETIVA,AUTO SOCORRO FIRE FOX,FINALIZADO NA NEO, MANUTENÇÃO-2025
,UR-17101,,,"1.        Fornecer e substituir, PASTILHA DE FREIOS ""DIANTEIROS"", MARCA JURID CONFORME ESPECIFICAÇÃO DO FABRICANTE;
2.        Fornecer e substituir, FLUÍDO DE FREIO CONFORME ESPECIFICAÇÃO DO FABRICANTE.",True,False,False,False,,,,veiculos_manutencao_freio
,UR-17102,,0.0,"1. Serviço de regeneração: 

1.1 Limpar coletor de admissão e seus componentes; 
1.2. Limpar sistema de intercooler e fazer regeneração estática via scaner.",False,False,False,False,PREVENTIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,UR-17102,30058.0,21335.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.	Fornecer e substituir o filtro de combustível conforme especificação do fabricante;
4.	Fornecer e substituir o filtro de ar do motor conforme especificação do fabricante;
5.	Fornecer e substituir o filtro de ar da cabine (ar condicionado) conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,CONCLUÍDO, MANUTENÇÃO-2025
,UR-17102,,0.0,"1.     Substituir quatro pneus ( OS PNEUS SERÃO FORNECIDOS PELO CORPO DE BOMBEIROS 17ºGB );
2.     Fornecer e substituir quatro válvulas de pneu conforme especificação do fabricante;
3.     Fornecer e executar quatro balanceamentos;
4      Executar alinhamento de direção.",False,True,False,False,PREVENTIVA,*****,CANCELADO NA NEO, MANUTENÇÃO-2025
,UR-17102,,,"1.     Fornecer e substituir Kit de embreagem original- conforme especificação do fabricante;
2.     Fornecer e substituir a troca do Óleo da  transmisssão;
3.     Fornecer e substituir Atuador de embreagem;
4      Fornecer e substituir Retentor volante motor;
5.     Fornecer e substituir Volante do motor.",False,False,True,False,CORRETIVA,,FINALIZADO NA NEO, MANUTENÇÃO-2025
